npi,name,n_lines,mean_medicare_mult,median_medicare_mult,win_rate
1386009462,FOREFRONT PHYSICIANS PLLC,4,5.47,3.18,50.0
1669244745,"SYDNEY REGINA, PA-C",5,5.47,4.44,100.0
1730658980,EMCC Azle Physicians PLLC,37,5.46,4.95,83.8
1184391153,"APRIL FENSTER, PA-C",1,5.46,5.46,100.0
1821779695,IES SOUTH CAROLINA LLC,19,5.42,5.3,89.5
1356873889,William Gulledge Jr,8,5.41,3.49,87.5
1720643653,EMCC Weatherford ER Physicians PLLC,10,5.4,4.07,90.0
1194198101,Surepoint Emergency Physicians Denton PL,15,5.39,4.61,93.3
1619563277,"WRFER Denton, LLC",123,5.38,4.3,83.7
1114267929,Interventional Neuro Associates,1,5.38,5.38,100.0
1841778040,International Spine Institute,6,5.38,4.21,100.0
1235747304,EMER GRAND PRAIRIE,7,5.37,5.0,100.0
1548773203,GRANITE ANESTHESIA,6,5.36,3.86,83.3
1174014385,"TIMOTHY A LOPEZ, PA-C",1,5.36,5.36,100.0
1205223807,"DENNIS MURPHY, MD",2,5.31,4.9,100.0
1356929632,Northeast Surgery Associates,2,5.3,4.98,100.0
1184910135,"DINESH RAMANATHAN, MD",1,5.29,5.29,0.0
1992735088,Mercy Gilbert Medical Center,1,5.27,5.27,0.0
1013499383,USA EMERGENCY CENTERS BASTROP LLC,13,5.22,3.81,76.9
1891950788,"REZA KARIMI, DR",1,5.19,5.19,100.0
1679085401,"Georgetown Emergency Physicians, PLLC",3,5.18,6.1,66.7
1558405662,"Michaela Lomelo, PA",2,5.18,3.32,100.0
1467575472,David Chang MD,12,5.18,4.38,83.3
1326580960,SJMK EMERGENCY ROOM LLC,29,5.18,4.33,89.7
1114489390,TCERH PHYSICIANS,17,5.17,3.61,70.6
1801364450,SUREPOINT EMERGENCY CENTER AZLE,13,5.13,4.12,69.2
1407508021,PRO CARE FLORESVILLE LLC,12,5.13,3.43,100.0
1043740608,"Core Neurodiagnostics, LLC",1,5.12,5.12,100.0
1922677178,"IYENGAR MONITORING, PLLC",5,5.11,3.9,80.0
1427088590,"IRA GOLDSTEIN, MD",2,5.1,4.32,100.0
1982675955,St. Francis,1,5.08,5.08,100.0
1669997359,"One Oak Medical Group, LLC",5,5.06,5.75,100.0
1124603386,"Windview First, PLLC",85,5.06,4.37,91.8
1821565961,OKLAHOMA ER HOSPITAL,7,5.05,4.2,100.0
1275193138,EMCC PI ER Professional PLLC,18,5.05,3.59,83.3
1407053036,"Vanessa Gibson, MD",19,5.04,4.49,73.7
1659744662,"ER24 Denton, LLC",2,5.04,3.46,50.0
1871863837,"Progressive Spine and Orthopaedics, LLC",3,5.04,3.76,100.0
1053187088,"Lora Liu, MD",1,5.0,5.0,0.0
1508863663,Paul Vessa,2,4.99,4.56,100.0
1083444780,CARE PLUS MONTROSE ER LLC,1,4.97,4.97,100.0
1235733833,"NEUROSPINE PLUS, LLC",2,4.96,3.02,50.0
1679225288,RO CARE SCHERTZ LLC,9,4.95,4.09,77.8
1134783913,Village Emergency Room Llc,28,4.95,5.13,96.4
1942676838,Victoria ED,52,4.95,4.24,55.8
1437719309,Ortho Nerve,4,4.95,4.81,50.0
1922563121,"THE PAIN, SPINE AND SPORTS INSTITUTE LLC",1,4.93,4.93,100.0
1275110108,"Deerfield Plains, LLC",89,4.9,4.22,91.0
1295490316,"Academy Orthopaedic Group, LLC",2,4.9,4.06,0.0
1972504587,"MARCEL SCHEINMAN, MD",14,4.88,3.9,92.9
1710676572,"STEPHANIE KAYE, RNFA",2,4.86,3.23,100.0
1619954435,"GREGORY BREVETTI, DR",3,4.86,5.75,100.0
1538645692,"TWL NEUROMONITORING, PLLC",3,4.86,5.25,66.7
1053081315,"TOTALCARE, ER",31,4.85,4.12,71.0
1063033421,Dr. Lawrence Stankovits,50,4.84,4.69,96.0
1326508565,Jason Meldau MD,1,4.83,4.83,0.0
1447559182,"SELECT NEUROMONITORING CONSULTANTS, PLLC",1,4.81,4.81,100.0
1598467037,"Bsisa Neuromonitoring, PLLC",1,4.81,4.81,0.0
1073054078,"ELITE NEUROMONITORING, PLLC",1,4.81,4.81,0.0
1871864611,HIGHLAND PARK EMERGENCY CENTER LLC,28,4.8,3.81,71.4
1508424169,"HERITAGE SURGICAL ASSIST ASSOCIATES, PLLC",5,4.79,4.68,80.0
1104118173,"ORTHO TRAUMA ONE, LLC",9,4.74,4.03,100.0
1972273233,"Silver Alliance, LLC",110,4.74,4.22,81.8
1528201118,"SHIVEINDRA JEYAMOHAN, MD",5,4.74,4.39,100.0
1447878749,EMER MESQUITE GUS THOMASSON PHYSICIANS PLLC,21,4.73,3.99,90.5
1275291619,"PRO IOM, LLC",1,4.73,4.73,100.0
1750032868,"CONNECTICUT ORTHOPEDICS NEURO MANAGEMENT, LLC",6,4.72,4.33,100.0
1740911213,"EMER Hulen, LLC",3,4.71,4.6,100.0
1871079301,Victoria Novak PA,2,4.7,4.12,100.0
1417615006,"Trans Oakley, LLC",64,4.68,3.99,75.0
1861731283,Dr. Curatolo,4,4.67,4.49,100.0
1659675882,SACRED HEART EMERGENCY CENTER,12,4.67,3.45,66.7
1679218622,NEUROMON PROFESSIONALS,1,4.63,4.63,100.0
1598321580,Michael Vengrow,1,4.63,4.63,0.0
1164189510,"KRISTEN PERRI, PA",1,4.62,4.62,100.0
1457027294,Next Gen Health and Wellness,4,4.61,5.02,100.0
1164485306,jian shen,3,4.59,4.51,66.7
1871815605,"Garrick Cox, MD, LLC",11,4.54,4.4,81.8
1730636168,"SOUND PHYSICIANS EMERGENCY MEDICINE OF SOUTH CAROLINA, LLC",1,4.52,4.52,100.0
1972070993,"LITTLE ROCK HOSPITAL 1, LLC",5,4.51,3.93,60.0
1538727193,"SA MONITORING, PLLC",6,4.48,4.14,66.7
1326636085,Next Generation Sports and Spine,4,4.47,4.47,50.0
1982377685,"Kaufman Neurology, PLLC",8,4.46,4.14,75.0
1114485711,Vikas Pandey,10,4.45,4.76,90.0
1932520780,"ACME MEDICAL, PLLC",7,4.43,4.26,85.7
1740391283,Wendell Bobb,11,4.42,4.46,100.0
1891737052,"HATFIELD, JASON T",1,4.42,4.42,100.0
1639872088,Vikas Pandey,1,4.41,4.41,100.0
1578809349,"CAPITOL NEURODIAGNOSTICS, PLLC",4,4.41,4.41,100.0
1255428736,Mem Hospital,1,4.4,4.4,0.0
1952543696,"ZAKARIA HAKMA, MD",1,4.4,4.4,100.0
1508134743,Dante Leven DO,12,4.38,4.0,100.0
1962854232,Affinity Surgical Associates LLC,4,4.38,3.21,0.0
1205597473,"Kevin Louie, DO",3,4.38,3.9,100.0
1194342667,Alexandra Fitts,2,4.37,4.2,100.0
1447801444,"CHRISTOPHER WATTS, PA",3,4.36,3.87,66.7
1649768698,Jeremy Jones MD,1,4.36,4.36,100.0
1891869475,Garden State Pain Control,3,4.35,3.88,100.0
1679733711,"ZACHARIAH GEORGE,MD",2,4.34,3.92,50.0
1952613622,"Ross Cooperman, MD",2,4.34,3.25,100.0
1801176656,Advanced Orthopaedic and Neurosurgery NSA,2,4.31,4.09,100.0
1730106436,"Jason Arora, DO",3,4.31,4.32,100.0
1811648959,"INEUROLOGY, PC",1,4.29,4.29,100.0
1346871217,NW INDIANA EP,1,4.29,4.29,100.0
1548464332,"AMIT GUPTA, MD",1,4.28,4.28,0.0
1730773219,COLORADO NEUROLOGICAL PLLC,3,4.27,4.0,33.3
1891808168,"NJ Surgassist, LLC",5,4.26,4.4,80.0
1376141556,RAPIDCARE EMERGENCY ROOM KATY-MASON LLC,1,4.26,4.26,100.0
1437634524,Baptist Memorial Hospital Crittenden,1,4.23,4.23,100.0
1306679378,PROCARE HIGHLAND PARK ER LLC,6,4.23,3.66,83.3
1467918938,"EMERGENCY MEDICINE SPECIALISTS, INC.",11,4.22,3.81,81.8
1295180651,"FRONTLINE WHITE ROCK MEDICAL CENTER, LLC",3,4.21,3.64,100.0
1225098866,Saam Miller MD,1,4.21,4.21,100.0
1518264449,Daniel Shein MD,2,4.21,3.5,100.0
1629072541,"JAMES DWYER, MD",2,4.21,3.23,100.0
1609271295,Oasis Medical & Surgical Wellness Group,1,4.2,4.2,100.0
1316128937,Karim Paracha MD,5,4.2,3.35,100.0
1689972804,"SARAH B EVANS, CRNA",1,4.18,4.18,100.0
1770214256,"EMER Addison, LLC",5,4.17,4.33,100.0
1134846793,"North Texas IOM, PLLC",2,4.16,3.9,100.0
1932645132,"JUSTIN SZPILKA, PA",1,4.16,4.16,0.0
1831951920,CNM Neurocare PLLC,2,4.15,3.72,100.0
1225459662,"GOLDEN TRIANGLE EMERGENCY CENTER,LLC",9,4.13,3.88,55.6
1578990669,"JOSEPH S PYUN, MD",2,4.12,3.46,100.0
1689370595,ABQ2,5,4.12,3.42,100.0
1366002768,"ELITE SPINE ASSIST, PLLC",1,4.12,4.12,100.0
1922475078,SOUTHEAST ARKANSAS EMERG PHYS LLP,1,4.1,4.1,100.0
1952673287,"OLADELE-AJOSE, OLUFEMI",2,4.1,3.17,100.0
1265991772,Interventional Spine & Surgery Group,8,4.1,3.76,50.0
1891210639,USA EMERGENCY CENTERS CLEAR LAKE LLC,26,4.09,3.87,61.5
1750717658,Brandon Claflin D.O.,1,4.08,4.08,100.0
1407337462,"OPUS MEDICAL, LLC",1,4.08,4.08,100.0
1417633736,PROCARE ODESSA LLC,6,4.07,4.03,33.3
1932745148,"SYNAPTIC MONITORING, PLLC",8,4.07,3.9,75.0
1245684133,Matthew Spiegel MD,6,4.06,3.4,100.0
1457047664,USA EMERGENCY CENTERS DRIPPING SPRINGS LLC,6,4.06,3.48,100.0
1578101127,"JWWT NEUROMONITORING, LLC",18,4.06,3.27,72.2
1770957896,"DENDRITE MONITORING SERVICES, PLLC",3,4.05,3.9,66.7
1871056127,Yvan Rodrigues,81,4.04,3.88,59.3
1255307443,"CHARLES RUOTOLO, MD",3,4.04,3.79,100.0
1568573046,"Alain J. Derzie, MD",1,4.03,4.03,0.0
1902901333,Surgxcel LLC,1,4.03,4.03,100.0
1679833354,"BEST, JESSICA",1,4.03,4.03,100.0
1861580367,Dr. RAE ARANAS,1,4.0,4.0,0.0
1700504289,Michael Vengrow,4,4.0,3.88,50.0
1194925206,Evgeny Tsimerinov,2,4.0,3.94,100.0
1235769860,"NU Spine, LLC",6,3.99,3.61,66.7
1356968952,"NORTHSTAR ANESTHESIA III, PA",1,3.99,3.99,100.0
1285257212,NextGen Wellness,10,3.98,3.6,100.0
1366562530,Advanced Neurosurgery Associates,1,3.96,3.96,100.0
1962716183,Tracy Sebastian PA,2,3.95,3.92,100.0
1669683280,Vadim Lerman DO,10,3.95,3.5,100.0
1538503024,"BARTON, JAMES BRADLEY G",2,3.94,3.39,100.0
1780047852,"Mustang Neurodiagnostics, PLLC",5,3.94,3.9,60.0
1154973931,"DAVID ARNOLD, PA-C",2,3.93,3.49,100.0
1679976278,ORANGE ER LLC,23,3.93,3.67,87.0
1366647331,"LANDA, JOSHUA",1,3.92,3.92,100.0
1598066730,Dr. Vijay Maggio,2,3.9,3.06,100.0
1245424506,"SERGEY TERUSHKIN, MD",1,3.9,3.9,100.0
1134768534,"NICHOLAS PETITO, PA-C",1,3.9,3.9,100.0
1093384646,"NERA IOM, PLLC",3,3.9,3.9,33.3
1720344179,"WELLSPINE MONITORING, PLLC",2,3.9,3.9,50.0
1639386626,"SOROUSH RAMIN, MD",1,3.89,3.89,100.0
1922831999,PROCARE PRESTON HOLLOW ER LLC,13,3.89,3.89,69.2
1194410985,Vikas Pandey,10,3.89,3.63,30.0
1356740534,PRESTON HOLLOW EMERGENCY ROOM,7,3.88,3.7,85.7
1811258726,"Brian Shafa, MD",3,3.88,3.07,100.0
1538594213,Renee Rizzo PA-C,4,3.88,3.3,100.0
1376188235,Darin Stettler,2,3.88,3.88,100.0
1720533128,Vikas Pandey,1,3.88,3.88,100.0
1649939042,"N EXPRESS, PC",1,3.87,3.87,0.0
1255371662,Premal Desai MD,1,3.87,3.87,100.0
1619256781,FRANK SMITH,1,3.87,3.87,100.0
1740054436,USA EMERGENCY CENTERS BUDA LLC,2,3.85,3.08,100.0
1851470124,NorthEast Neurosurgical Associates,1,3.85,3.85,100.0
1306233648,PRECISION ASSIST OF DALLAS,1,3.84,3.84,100.0
1588407670,All Stars Surgical Assist LLC,1,3.84,3.84,100.0
1114486826,Brandon Claflin,4,3.84,3.63,25.0
1518620830,Complete Medical Wellness LLC,1,3.83,3.83,100.0
1629014675,"KAREN AVANESOV, DO",5,3.83,3.71,100.0
1083817704,"DAVID FELDMAR, MD",1,3.82,3.82,100.0
1164042156,NORTH SHORE COMPLETE MEDICAL PC,3,3.82,3.82,100.0
1649849910,COVINGTON HOSPITAL,1,3.81,3.81,0.0
1003136565,"ALBERT PETROSSIAN, MD",1,3.8,3.8,100.0
1720306400,George Mazpule MD,2,3.8,3.07,100.0
1184038523,"HKJ MED, PLLC",1,3.8,3.8,100.0
1083778633,Mem Hospital Hixson,1,3.8,3.8,100.0
1093423535,Michael Vengrow,3,3.8,3.88,66.7
1902335819,NEURO ALERT MONITORING SERVICES PC,1,3.79,3.79,0.0
1598497638,Silverlake ER LLC GROUP,1,3.79,3.79,100.0
1821551110,"ARYAN ALI, MD",4,3.78,3.71,75.0
1932766656,Vikas Pandey,5,3.78,3.88,100.0
1184026874,"NEUROSPINE PLUS, LLC",1,3.77,3.77,100.0
1710103288,IGEA Brain and Spine PA,1,3.76,3.76,100.0
1851179022,"NEUROSENSE SOLUTIONS, PLLC",2,3.74,3.33,50.0
1972581940,CHI St. Lukes Health Brazosport,1,3.73,3.73,100.0
1760961965,"MIDWEST NEUROLOGY, LLC",2,3.73,3.73,50.0
1801059647,"BENJAMIN BASSERI, MD",13,3.73,3.97,61.5
1205669355,PROCARE LAKEWOOD ER LLC,5,3.72,3.59,100.0
1912770041,"OLUTIMEHIN, OMOBOLAJI",3,3.71,3.08,100.0
1750909974,"EMER Arlington, LLC",9,3.71,3.46,100.0
1104383223,"Jeffery Parkinson, Au.D.",12,3.7,3.63,83.3
1154868503,WEST PLANO ER,7,3.7,3.46,100.0
1407392566,SAN ANGELO ER LLC,6,3.69,3.27,100.0
1285256701,Vikas Pandey,15,3.68,3.63,80.0
1942926936,Melissa Thomas,4,3.68,3.63,0.0
1194488791,"NORTHSTAR ANESTHESIA OF VIRGINIA, LLC",1,3.67,3.67,100.0
1326782814,CYPRESS EMERGENCY ROOM LLC,3,3.67,3.03,100.0
1003503863,Michael Vengrow,9,3.66,3.63,55.6
1134206444,"Mitchell F. Reiter, MD",1,3.66,3.66,100.0
1104004894,"BRAD R JOHNSTON, CRNA",1,3.66,3.66,100.0
1750717757,"KIMBERLY M CHESTNUT, CRNA",1,3.66,3.66,100.0
1093450975,Vikas Pandey,7,3.65,3.63,71.4
1639663370,USA EMERGENCY CENTERS ROUND ROCK LLC,5,3.65,3.55,60.0
1528661071,Maureen Handoko Yang M.D.,4,3.63,3.63,100.0
1467930255,Vikas Pandey,2,3.63,3.63,50.0
1013564087,Julian Bragg,1,3.63,3.63,100.0
7794410985,Julian Bragg,2,3.63,3.63,100.0
1083197578,Igor Rakovchik,1,3.63,3.63,100.0
1659830180,Michael Vengrow,1,3.63,3.63,100.0
1639853443,PROCARE PEARLAND LLC,5,3.62,3.59,100.0
1073297875,PROCARE NACOGDOCHES LLC,14,3.6,3.36,85.7
1518640630,Julian Bragg,5,3.59,3.41,100.0
1467103762,ANDREEA BIRTAN,1,3.59,3.59,100.0
1932673860,"PREFERRED NEUROPHYSIOLOGY, PLLC",4,3.58,3.68,100.0
1134654080,Lonestar24 HR ER,1,3.57,3.57,100.0
1215446869,"KIERA KELLER, PA",1,3.55,3.55,100.0
1174089866,MEDCO ER PLANO LLC,1,3.55,3.55,100.0
1679570402,"NAAMAN ABDULLAH, MD",1,3.54,3.54,100.0
1134833767,"NORTH AMERICAN NEUROLOGICAL ASSOCIATES, PC",1,3.54,3.54,100.0
1285350017,INTERVENTIONAL PAIN MANAGEMENT,1,3.52,3.52,100.0
1467935866,USA EMERGENCY CENTERS BURNET LLC,6,3.5,3.31,83.3
1558115220,Julian Bragg,2,3.49,3.1,50.0
1902922792,T.V. Seshan MD PC,3,3.49,3.6,100.0
1811526767,"MID CENTRAL NEURO AFFILIATES, PLLC",3,3.48,3.34,100.0
1982113601,ROYSE CITY ER,1,3.47,3.47,100.0
1134105547,"Rajeev Khamamkar, MD",2,3.47,3.09,100.0
1740509900,"DANIEL SHOUHED, MD",1,3.46,3.46,100.0
1831359421,FRANCESCO GARGANO MD PC,1,3.46,3.46,100.0
1942389317,"MAHIRA TANOVIC, MD",1,3.45,3.45,100.0
1245755933,CLEAR CREEK EMERGENCY ROOM LLC,15,3.44,3.22,100.0
1336288992,"ROBERT WATKINS IV, MD",4,3.44,3.3,75.0
1083912471,STERLING EMERG SVCS MIAMI BEACH PA,1,3.44,3.44,100.0
1518018191,Mercy Medical Center,1,3.43,3.43,100.0
1497106470,"MONICA AWAD, PA-C",2,3.43,3.41,100.0
1588992853,Health Spine and Anesthesia Institute,1,3.42,3.42,100.0
1912190083,"SABAREESH NATARA, MD",1,3.41,3.41,100.0
1841717808,Coastal Pediatric Ortho,1,3.4,3.4,100.0
1699121038,Caitlyn Pray PA,1,3.39,3.39,100.0
1922577170,EMCC PANTEGO PHYSICIANS PLLC,1,3.38,3.38,0.0
1134443112,"Mark R. Kahn, M.D.",2,3.37,3.37,100.0
1992789473,"Roper Radiologists, P.A.",94,3.36,3.18,61.7
1912246786,HCA FLORIDA POINCIANA HOSPITAL,1,3.35,3.35,0.0
1013901842,"Matthew Nalbandian, MD",5,3.35,3.24,100.0
1154348175,"KENNETH LIEBMAN, MD",1,3.34,3.34,100.0
1942699475,"RRV NEUROMONITORING, PLLC",1,3.34,3.34,0.0
1386717775,"SUSAN BECKMAN, PA-C",1,3.33,3.33,100.0
1235773151,BRUSHY CREEK EMERGENCY PHYSICIANS,1,3.33,3.33,100.0
1750084323,New York Brain & Spine,2,3.33,3.32,100.0
1184232621,SOUND PHYSICIANS EMERGENCY MED OF ILLINOIS LLC,1,3.3,3.3,100.0
1811521537,Craig Carroll,1,3.28,3.28,0.0
1326829326,"GREEN BAY HOSPITAL, LLC",2,3.28,3.07,100.0
1578622890,"Darin Stettler, D.O.",1,3.27,3.27,100.0
1164859690,"RAMIR REAMICO, CRNA",2,3.26,3.04,100.0
1457076663,"REDACTED DIAGNOSTICS, PLLC",1,3.26,3.26,100.0
1659302123,"Physiologic Assessment Services, LLC",1,3.26,3.26,100.0
1578198990,Brandon Claflin,1,3.25,3.25,100.0
1558479725,Michael Buch MD,1,3.25,3.25,100.0
1407823727,"DANIEL E WALZMAN, DR",1,3.25,3.25,100.0
1396763777,Ranjit S. Kadam M.D. P.C.,1,3.24,3.24,100.0
1811316771,Joshua Berkowitz MD Medical PC,7,3.24,3.24,100.0
1497149082,MATTHEW ANDERSON MD,1,3.23,3.23,0.0
1396737003,"AZADEH NEZHAT, MD",1,3.22,3.22,100.0
1659068310,Vikas Pandey,2,3.22,3.03,50.0
1437864220,Harmoni Neuromonitoring LLC,1,3.21,3.21,100.0
1033596101,"ABHISHEK KUMAR, MD",2,3.21,3.16,100.0
1336674001,"ECHO THERAPEUTICS, PLLC",1,3.21,3.21,0.0
1336618966,SUREPOINT EMERGENCY CENTER STEPHENVILLE,2,3.21,3.17,100.0
1609499805,"Shein Orthopaedics, PLLC",1,3.21,3.21,100.0
1235988015,IES OBS COLORADO PLLC,1,3.21,3.21,100.0
1851897110,"Siju Lukose, D.O.",1,3.2,3.2,0.0
1184372724,Vikas Pandey,3,3.19,3.24,100.0
1033863410,MVM HEALTH LLC,1,3.19,3.19,100.0
1952095176,Atlantic Brain and Spine LLC,2,3.19,3.18,100.0
1790939189,"MARC AGULNICK, MD",1,3.18,3.18,100.0
1801040027,"Amit Patel, MD",5,3.18,3.14,100.0
1568016137,"VIRTEX ASSIST, PLLC",2,3.17,3.14,100.0
1962921098,HANNAH HUAN,1,3.17,3.17,100.0
1215620489,"AKAHARA, OBIDIKE",2,3.16,3.16,100.0
1033142112,INTERVENTIONAL SPINE & SURGERY,1,3.16,3.16,100.0
1962559336,"ANDREA KLEIN, PA",1,3.15,3.15,100.0
1083320378,Manhasset Medical Care PC,1,3.14,3.14,100.0
1659394690,RICHARD S OBEDIAN MD,1,3.13,3.13,100.0
1891715041,"RAJEEV RAO, MD",2,3.12,3.0,100.0
1841429586,"ALBERT WONG, MD",2,3.12,3.09,100.0
1720759665,"SARA MATLOSZ, PA",2,3.11,3.11,0.0
1275551897,"Paul Dwan, MD",1,3.11,3.11,100.0
1588823165,Bellapianta Orthopaedics Sports Medicine,1,3.11,3.11,100.0
1770774770,Babak Eghbalieh MD,4,3.1,3.1,75.0
1881053676,Sood Medical Practice LLC,1,3.1,3.1,100.0
1326779216,"NICOLETTE COHEN, PA-C",2,3.09,3.07,50.0
1669495305,"WILLIAM SONSTEIN, MD",1,3.09,3.09,100.0
1942437629,"MOSHE BARNAJIAN, MD",1,3.08,3.08,100.0
1619318482,Darren Sachs DO,1,3.08,3.08,100.0
1275920720,"JEFFREY DEYGOO, MD",2,3.08,3.07,100.0
1104131598,"EMILY STEFANICHA, PA-C",1,3.07,3.07,100.0
1851943211,"MORGAN T LOMBARDO, PA-C",1,3.07,3.07,100.0
1740394048,"JOSHUA FALTO, PA",1,3.06,3.06,100.0
1174916522,Matthew Mcauliffe,1,3.05,3.05,0.0
1609035666,"WILSON TSAI, MD",1,3.05,3.05,100.0
1780053488,"BLAKE STEARNS, PA",1,3.04,3.04,100.0
1063537470,NJ Brain & Spine,1,3.04,3.04,100.0
1376064295,MEMORIAL VILLAGE EMERGENCY ROOM,1,3.04,3.04,100.0
1063882843,"JWJMDNM, PLLC",1,3.03,3.03,100.0
1518680792,Igor Rakovchik,1,3.03,3.03,100.0
1720049596,John Abrahams,2,3.03,3.03,100.0
1154402154,ADVANCED VASCULAR ASSOCIATES,1,3.02,3.02,100.0
1912426669,Hudson Neurosurgery,1,3.02,3.02,100.0
1679976120,"Baymont Emergency Room, LLC",1,3.02,3.02,100.0
1023084779,"BRIAN JACOB, MD",1,3.01,3.01,100.0
